nazwa;typ;gmina;powiat;woj;teryt
Nowy Lubliniec;wieś;Cieszanów;lubaczowski;podkarpackie;600190
Nowy Lubosz;wieś;Kościan;kościański;wielkopolskie;371742
Nowy Lubusz;wieś;Słubice;słubicki;lubuskie;187151
Nowy Ludwików;wieś;Skierniewice;skierniewicki;łódzkie;737663
Nowy Łajszczew;wieś;Puszcza Mariańska;żyrardowski;mazowieckie;734937
Nowy Łuszczewek;wieś;Błonie;warszawski zachodni;mazowieckie;282
Nowy Majdan;wieś;Wojsławice;chełmski;lubelskie;110042
Nowy Miedzechów;wieś;Jasieniec;grójecki;mazowieckie;623770
Nowy Modlin;wieś;Pomiechówek;nowodworski;mazowieckie;6847
Nowy Nacpolsk;wieś;Naruszewo;płoński;mazowieckie;119528
Nowy Nakwasin;wieś;Koźminek;kaliski;wielkopolskie;201253
Nowy Nart;wieś;Jeżowe;niżański;podkarpackie;795620
Nowy Ochędzyn;wieś;Sokolniki;wieruszowski;łódzkie;208611
Nowy Odrowążek;wieś;Bliżyn;skarżyski;świętokrzyskie;228743
Nowy Olesiec;wieś;Chocz;pleszewski;wielkopolskie;195630
Nowy Oryszew;wieś;Wiskitki;żyrardowski;mazowieckie;739490
Nowy Orzechów;wieś;Sosnowica;parczewski;lubelskie;108329
Nowy Ostrów;wieś;Szudziałowo;sokólski;podlaskie;42145
Nowy Patok;wieś;Krzywda;łukowski;lubelskie;677240
Nowy Pawłów;wieś;Janów Podlaski;bialski;lubelskie;13037
Nowy Pilczyn;wieś;Łaskarzew;garwoliński;mazowieckie;678529
Nowy Podleck;wieś;Bulkowo;płocki;mazowieckie;561566
Nowy Podleś;wieś;Kościerzyna;kościerski;pomorskie;164606
Nowy Podoś;wieś;Płoniawy-Bramura;makowski;mazowieckie;517460
Nowy Pożóg;wieś;Końskowola;puławski;lubelskie;383685
Nowy Prażmów;wieś;Prażmów;piaseczyński;mazowieckie;7344
Nowy Przykop;wieś;Purda;olsztyński;warmińsko-mazurskie;486764
Nowy Przylep;wieś;Warnice;pyrzycki;zachodniopomorskie;784881
Nowy Pudłów;wieś;Poddębice;poddębicki;łódzkie;711043
Nowy Puznów;wieś;Garwolin;garwoliński;mazowieckie;671088
Nowy Rachów;wieś;Annopol;kraśnicki;lubelskie;786408
Nowy Raduszec;wieś;Krosno Odrzańskie;krośnieński;lubuskie;910653
Nowy Radzic;wieś;Spiczyn;łęczyński;lubelskie;391319
Nowy Ratyniec;wieś;Sterdyń;sokołowski;mazowieckie;690660
Nowy Reczyn;wieś;Bodzanów;płocki;mazowieckie;560638
Nowy Redzeń;wieś;Koluszki;łódzki wschodni;łódzkie;543976
Nowy Regnów;wieś;Regnów;rawski;łódzkie;726435
Nowy Rogożyn;wieś;Lipsk;augustowski;podlaskie;761868
Nowy Rożnów;wieś;Głubczyce;głubczycki;opolskie;494427
Nowy Rzędków;wieś;Nowy Kawęczyn;skierniewicki;łódzkie;734417
Nowy Sącz;miasto;Nowy Sącz;Nowy Sącz;małopolskie;959435
Nowy Secymin;wieś;Leoncin;nowodworski;mazowieckie;4191
Nowy Sielc;wieś;Krasnosielc;makowski;mazowieckie;511953
Nowy Sielc;wieś;Rzewnie;makowski;mazowieckie;519914
Nowy Sielec;wieś;Jutrosin;rawicki;wielkopolskie;370990
Nowy Skarżyn;wieś;Zambrów;zambrowski;podlaskie;411111
Nowy Skazdub;wieś;Bakałarzewo;suwalski;podlaskie;753395
Nowy Skoszyn;wieś;Waśniów;ostrowiecki;świętokrzyskie;276162
Nowy Sławoszew;wieś;Daszyna;łęczycki;łódzkie;562703
Nowy Sokołów;wieś;Końskie;konecki;świętokrzyskie;243961
Nowy Stanin;wieś;Stanin;łukowski;lubelskie;689616
Nowy Starogród;wieś;Siennica;miński;mazowieckie;687238
Nowy Staw;wieś;Niemce;lubelski;lubelskie;387677
Nowy Staw;miasto;Nowy Staw;malborski;pomorskie;932904
Nowy Staw;wieś;Łagów;kielecki;świętokrzyskie;247798
Nowy Strachocin;wieś;Szelków;makowski;mazowieckie;521242
Nowy Suchoros;wieś;Rozogi;szczycieński;warmińsko-mazurskie;518464
Nowy Sumin;wieś;Cekcyn;tucholski;kujawsko-pomorskie;81100
Nowy Szczeglin;wieś;Sypniewo;makowski;mazowieckie;520917
Nowy Szelków;wieś;Szelków;makowski;mazowieckie;521259
Nowy Szwarocin;wieś;Rybno;sochaczewski;mazowieckie;736988
Nowy Śleszów;wieś;Żórawina;wrocławski;dolnośląskie;884677
Nowy Świat;wieś;Górzno;brodnicki;kujawsko-pomorskie;843572
Nowy Świat;wieś;Wola Mysłowska;łukowski;lubelskie;695947
Nowy Świat;wieś;Sulechów;zielonogórski;lubuskie;914361
Nowy Świat;wieś;Bełchatów;bełchatowski;łódzkie;535652
Nowy Świat;wieś;Wodzierady;łaski;łódzkie;719234
Nowy Świat;wieś;Zadzim;poddębicki;łódzkie;720378
Nowy Świat;wieś;Wieluń;wieluński;łódzkie;718163
Nowy Świat;wieś;Klwów;przysuski;mazowieckie;626739
Nowy Świat;wieś;Lubsza;brzeski;opolskie;498649
Nowy Świat;wieś;Kawęczyn;turecki;wielkopolskie;285570
Nowy Świat;wieś;Tuliszków;turecki;wielkopolskie;298063
Nowy Świętochów;wieś;Korytnica;węgrowski;mazowieckie;675637
Nowy Świętów;wieś;Głuchołazy;nyski;opolskie;494781
Nowy Targ;miasto;Nowy Targ m;nowotarski;małopolskie;961538
Nowy Targ;wieś;Stary Targ;sztumski;pomorskie;157434
Nowy Tomyśl;miasto;Nowy Tomyśl;nowotomyski;wielkopolskie;971175
Nowy Troszyn;wieś;Gąbin;płocki;mazowieckie;563967
Nowy Uścimów;wieś;Uścimów;lubartowski;lubelskie;392879
Nowy Walercin;wieś;Dębe Wielkie;miński;mazowieckie;670203
Nowy Waliszów;wieś;Bystrzyca Kłodzka;kłodzki;dolnośląskie;851488
Nowy Węgrzynów;wieś;Słupia;jędrzejowski;świętokrzyskie;268872
Nowy Wiączemin;wieś;Słubice;płocki;mazowieckie;575479
Nowy Widzim;wieś;Wolsztyn;wolsztyński;wielkopolskie;916510
Nowy Wiec;wieś;Skarszewy;starogardzki;pomorskie;171807
Nowy Wilków;wieś;Leoncin;nowodworski;mazowieckie;4200
Nowy Wiśnicz;miasto;Nowy Wiśnicz;bocheński;małopolskie;824936
Nowy Witoszyn;wieś;Fabianki;włocławski;kujawsko-pomorskie;862693
Nowy Włochów;wieś;Stąporków;konecki;świętokrzyskie;272187
Nowy Wylezin;wieś;Kowiesy;skierniewicki;łódzkie;729646
Nowy Zagór;wieś;Dąbie;krośnieński;lubuskie;909070
Nowy Zambrzyków;wieś;Sobienie-Jeziory;otwocki;mazowieckie;687758
Nowy Zamek;wieś;Milicz;milicki;dolnośląskie;877980
Nowy Zamość;wieś;Rościszewo;sierpecki;mazowieckie;574190
Nowy Zbrachlin;wieś;Waganiec;aleksandrowski;kujawsko-pomorskie;870920
Nowy Zglechów;wieś;Siennica;miński;mazowieckie;687244
Nowy Zieluń;wieś;Lidzbark;działdowski;warmińsko-mazurskie;118196
Nowy Złaków;wieś;Zduny;łowicki;łódzkie;739969
Nowy Zyzdrój;wieś;Piecki;mrągowski;warmińsko-mazurskie;486280
Nowy Żabieniec;wieś;Wilga;garwoliński;mazowieckie;693977
Nowy Żelechów;wieś;Chynów;grójecki;mazowieckie;617025
Nowy Żelibórz;wieś;Polanów;koszaliński;zachodniopomorskie;309016
Nowy Żmigród;wieś;Nowy Żmigród;jasielski;podkarpackie;357268
Nowy Żylin;wieś;Nowa Sucha;sochaczewski;mazowieckie;733895
Nozdrzec;wieś;Nozdrzec;brzozowski;podkarpackie;357771
Nożewo;wieś;Olszewo-Borki;ostrołęcki;mazowieckie;515951
Nożyczyn;wieś;Jeziora Wielkie;mogileński;kujawsko-pomorskie;86993
Nożynko;wieś;Czarna Dąbrówka;bytowski;pomorskie;742240
Nożyno;wieś;Czarna Dąbrówka;bytowski;pomorskie;742256
Nuna;wieś;Nasielsk;nowodworski;mazowieckie;120394
Nuny;wieś;Bartoszyce;bartoszycki;warmińsko-mazurskie;470898
Nur;wieś;Nur;ostrowski;mazowieckie;402773
Nurczyk;wieś;Nurzec-Stacja;siemiatycki;podlaskie;37842
Nury;wieś;Rząśnik;wyszkowski;mazowieckie;518984
Nurzec;wieś;Boćki;bielski;podlaskie;24207
Nurzec;wieś;Nurzec-Stacja;siemiatycki;podlaskie;37865
Nurzec-Kolonia;wieś;Nurzec-Stacja;siemiatycki;podlaskie;37888
Nurzyna;wieś;Trzebieszów;łukowski;lubelskie;693026
Nużewko;wieś;Ciechanów;ciechanowski;mazowieckie;112667
Nużewo;wieś;Ciechanów;ciechanowski;mazowieckie;112673
Nykiel;wieś;Wierzbinek;koniński;wielkopolskie;299542
Nysa;miasto;Nysa;nyski;opolskie;965789
Obałki;wieś;Izbica Kujawska;włocławski;kujawsko-pomorskie;863178
Obarzanków-Strugi;wieś;Mniszków;opoczyński;łódzkie;546124
Obarzym;wieś;Dydnia;brzozowski;podkarpackie;351030
Obelzanki;wieś;Wronki;szamotulski;wielkopolskie;532990
Obice;wieś;Morawica;kielecki;świętokrzyskie;254290
Obidowa;wieś;Nowy Targ;nowotarski;małopolskie;457455
Obidówek;wieś;Kutno;kutnowski;łódzkie;569020
Obidza;wieś;Łącko;nowosądecki;małopolskie;445742
Obiecanowo;wieś;Janowiec Wielkopolski;żniński;kujawsko-pomorskie;86645
Obiecanowo;wieś;Karniewo;makowski;mazowieckie;116978
Obiechów;wieś;Słupia;jędrzejowski;świętokrzyskie;268910
Obiedzino;wieś;Kolno;kolneński;podlaskie;399700
Obiedzino Górne;wieś;Gołymin-Ośrodek;ciechanowski;mazowieckie;115223
Obielewo;wieś;Łabiszyn;żniński;kujawsko-pomorskie;91126
Obierwia;wieś;Lelis;ostrołęcki;mazowieckie;513202
Obiszów;wieś;Grębocice;polkowicki;dolnośląskie;364015
Objazda;wieś;Namysłów;namysłowski;opolskie;499761
Objazda;wieś;Ustka;słupski;pomorskie;752289
Objezierze;wieś;Oborniki;obornicki;wielkopolskie;591580
Objezierze;wieś;Krzęcin;choszczeński;zachodniopomorskie;182509
Obkas;wieś;Kamień Krajeński;sępoleński;kujawsko-pomorskie;87768
Oblas;wieś;Przytyk;radomski;mazowieckie;634236
Oblasy;wieś;Janowiec;puławski;lubelskie;381396
Oblasy;wieś;Koniecpol;częstochowski;śląskie;134947
Oble;wieś;Jadów;wołomiński;mazowieckie;673288
Oblekoń;wieś;Pacanów;buski;świętokrzyskie;258589
Oblewo;wieś;Biała Piska;piski;warmińsko-mazurskie;755135
Oblęgorek;wieś;Strawczyn;kielecki;świętokrzyskie;273672
Oblęgór;wieś;Strawczyn;kielecki;świętokrzyskie;273778
Oblin;wieś;Maciejowice;garwoliński;mazowieckie;680555
Oblin-Grądki;wieś;Maciejowice;garwoliński;mazowieckie;680584
Obliźniak;wieś;Poniatowa;opolski;lubelskie;389587
Obłaczkowo;wieś;Września;wrzesiński;wielkopolskie;598003
Obłazy Ryterskie;wieś;Rytro;nowosądecki;małopolskie;459477
Obłęże;wieś;Kępice;słupski;pomorskie;745119
Obłotne;wieś;Sulechów;zielonogórski;lubuskie;914378
Obłudzin;wieś;Płoniawy-Bramura;makowski;mazowieckie;517476
Obniże;wieś;Drohiczyn;siemiatycki;podlaskie;27631
Obodowo;wieś;Sośno;sępoleński;kujawsko-pomorskie;96052
Obojna;wieś;Zaleszany;stalowowolski;podkarpackie;810940
Obora;wieś;Lubin;lubiński;dolnośląskie;365434
Obora;wieś;Gniezno;gnieźnieński;wielkopolskie;583562
Oborczyska;wieś;Baranowo;ostrołęcki;mazowieckie;506320
Oborniki;miasto;Oborniki;obornicki;wielkopolskie;971181
Oborniki Śląskie;miasto;Oborniki Śląskie;trzebnicki;dolnośląskie;987182
Obory;wieś;Stolno;chełmiński;kujawsko-pomorskie;849089
Obory;wieś;Zbójno;golubsko-dobrzyński;kujawsko-pomorskie;872378
Obory;wieś;Obrowo;toruński;kujawsko-pomorskie;847512
Obory;wieś;Konstancin-Jeziorna;piaseczyński;mazowieckie;3926
Obory;wieś;Iłów;sochaczewski;mazowieckie;566405
Obory;wieś;Kwidzyn;kwidzyński;pomorskie;151259
Obory;wieś;Wierzbinek;koniński;wielkopolskie;299588
Obory;wieś;Gizałki;pleszewski;wielkopolskie;197988
Oborzany;wieś;Dębno;myśliborski;zachodniopomorskie;179996
Obozin;wieś;Skarszewy;starogardzki;pomorskie;171813
Obórka;wieś;Gniezno;gnieźnieński;wielkopolskie;583579
Obórki;wieś;Osiek;brodnicki;kujawsko-pomorskie;847860
Obórki;wieś;Konstancin-Jeziorna;piaseczyński;mazowieckie;3949
Obórki;wieś;Jednorożec;przasnyski;mazowieckie;510706
Obórki;wieś;Lubowidz;żuromiński;mazowieckie;118718
Obórki;wieś;Olszanka;brzeski;opolskie;500613
Obórznia;wieś;Łabiszyn;żniński;kujawsko-pomorskie;91132
Obóz;wieś;Skępe;lipnowski;kujawsko-pomorskie;869399
Obra;wieś;Wolsztyn;wolsztyński;wielkopolskie;916526
Obra Dolna;wieś;Kargowa;zielonogórski;lubuskie;910038
Obrazów;wieś;Obrazów;sandomierski;świętokrzyskie;800924
Obrażejowice;wieś;Radziemice;proszowicki;małopolskie;333500
Obrąb;wieś;Ojrzeń;ciechanowski;mazowieckie;121241
Obrąb;wieś;Przasnysz;przasnyski;mazowieckie;518040
Obrąb;wieś;Zabrodzie;wyszkowski;mazowieckie;523620
Obręb;wieś;Góra Kalwaria;piaseczyński;mazowieckie;1904
Obręb;wieś;Pokrzywnica;pułtuski;mazowieckie;122826
Obręb;wieś;Mochowo;sierpecki;mazowieckie;571518
Obręb;wieś;Lutocin;żuromiński;mazowieckie;119244
Obrębek;wieś;Pokrzywnica;pułtuski;mazowieckie;122832
Obrębiec;wieś;Czernice Borowe;przasnyski;mazowieckie;113164
Obrębizna;wieś;Turek;turecki;wielkopolskie;298376
Obręczna;wieś;Sadowie;opatowski;świętokrzyskie;806252
Obrocz;wieś;Zwierzyniec;zamojski;lubelskie;907065
Obroki;wieś;Wilkołaz;kraśnicki;lubelskie;393181
Obromino;wieś;Pyrzyce;pyrzycki;zachodniopomorskie;781960
Obrona;wieś;Kleczew;koniński;wielkopolskie;1007040
Obroty;wieś;Kołobrzeg;kołobrzeski;zachodniopomorskie;307483
Obrowiec;wieś;Hrubieszów;hrubieszowski;lubelskie;889491
Obrowiec;wieś;Gogolin;krapkowicki;opolskie;495007
Obrowo;wieś;Obrowo;toruński;kujawsko-pomorskie;847558
Obrowo;wieś;Kęsowo;tucholski;kujawsko-pomorskie;88609
Obrów;wieś;Kiełczygłów;pajęczański;łódzkie;704221
Obrubniki;wieś;Dobrzyniewo Duże;białostocki;podlaskie;27269
Obryta;wieś;Warnice;pyrzycki;zachodniopomorskie;784898
Obryte;wieś;Nur;ostrowski;mazowieckie;402810
Obryte;wieś;Obryte;pułtuski;mazowieckie;515224
Obrytki;wieś;Szczuczyn;grajewski;podlaskie;406972
Obrytki;wieś;Przytuły;łomżyński;podlaskie;404217
Obrzębin;wieś;Turek;turecki;wielkopolskie;298407
Obrzycko;miasto;Obrzycko m;szamotulski;wielkopolskie;971212
Obrzynowo;wieś;Prabuty;kwidzyński;pomorskie;155731
Obsza;wieś;Obsza;biłgorajski;lubelskie;896137
Obszarniki;wieś;Banie Mazurskie;gołdapski;warmińsko-mazurskie;753917
Obudno;wieś;Gąsawa;żniński;kujawsko-pomorskie;85290
Ochaby Małe;wieś;Skoczów;cieszyński;śląskie;999707
Ochaby Wielkie;wieś;Skoczów;cieszyński;śląskie;999713
Ochenki;wieś;Młynarze;makowski;mazowieckie;514740
Ochla;wieś;Pogorzela;gostyński;wielkopolskie;374947
Ochle;wieś;Widawa;łaski;łódzkie;717465
Ochle;wieś;Koło;kolski;wielkopolskie;287639
Ochle-Kolonia;wieś;Widawa;łaski;łódzkie;717488
Ochmanów;wieś;Niepołomice;wielicki;małopolskie;328605
Ochocice;wieś;Kamieńsk;radomszczański;łódzkie;541233
Ochodne;wieś;Trojanów;garwoliński;mazowieckie;692541
Ochodza;wieś;Skawina;krakowski;małopolskie;335255
Ochodza;wieś;Trzemeszno;gnieźnieński;wielkopolskie;98329
Ochodza;wieś;Wągrowiec;wągrowiecki;wielkopolskie;531944
Ochodze;wieś;Komprachcice;opolski;opolskie;496857
Ochojno;wieś;Świątniki Górne;krakowski;małopolskie;337550
Ochotnica Dolna;wieś;Ochotnica Dolna;nowotarski;małopolskie;457580
Ochotnica Górna;wieś;Ochotnica Dolna;nowotarski;małopolskie;457900
Ochotnik;wieś;Masłowice;radomszczański;łódzkie;545768
Ochoża;wieś;Wierzbica;chełmski;lubelskie;109381
Ochódno;wieś;Szczytno;szczycieński;warmińsko-mazurskie;489202
Ochraniew;wieś;Zduńska Wola;zduńskowolski;łódzkie;721863
Ochremowicze;wieś;Zabłudów;białostocki;podlaskie;44730
Ochrymy;wieś;Narewka;hajnowski;podlaskie;37003
Ochudno;wieś;Rząśnik;wyszkowski;mazowieckie;518990
Ociąż;wieś;Nowe Skalmierzyce;ostrowski;wielkopolskie;204719
Ocice;wieś;Bolesławiec;bolesławiecki;dolnośląskie;189233
Ocieka;wieś;Ostrów;ropczycko-sędziszowski;podkarpackie;658082
Ociesęki;wieś;Raków;kielecki;świętokrzyskie;265649
Ocieszyn;wieś;Oborniki;obornicki;wielkopolskie;591596
Ocieść;wieś;Radzanów;białobrzeski;mazowieckie;634934
Ocięte;wieś;Sadowne;węgrowski;mazowieckie;685937
Ocin;wieś;Wróblew;sieradzki;łódzkie;719719
Ocinek;wieś;Wilczyce;sandomierski;świętokrzyskie;809517
Ocypel;wieś;Lubichowo;starogardzki;pomorskie;166597
Oczesały;wieś;Belsk Duży;grójecki;mazowieckie;614216
Oczko;wieś;Koziegłowy;myszkowski;śląskie;136047
Oczkowice;wieś;Miejska Górka;rawicki;wielkopolskie;373310
Oćwieka;wieś;Gąsawa;żniński;kujawsko-pomorskie;85309
Odargowo;wieś;Krokowa;pucki;pomorskie;165184
Odargowo;wieś;Dobrzany;stargardzki;zachodniopomorskie;774440
Odcinki Dylewskie;wieś;Mogielnica;grójecki;mazowieckie;629420
Oddział;wieś;Żabia Wola;grodziski;mazowieckie;740560
Odechowiec;wieś;Skaryszew;radomski;mazowieckie;637281
Odechów;wieś;Grabów;łęczycki;łódzkie;284279
Odechów;wieś;Skaryszew;radomski;mazowieckie;637306
Odmęt;wieś;Mędrzechów;dąbrowski;małopolskie;824280
Odmy;wieś;Dąbrówno;ostródzki;warmińsko-mazurskie;472503
Odnoga-Kuźmy;wieś;Michałowo;białostocki;podlaskie;34588
Odoje;wieś;Orzysz;piski;warmińsko-mazurskie;763910
Odolanów;miasto;Odolanów;ostrowski;wielkopolskie;937110
Odolion;wieś;Aleksandrów Kujawski;aleksandrowski;kujawsko-pomorskie;857344
Odonów;wieś;Kazimierza Wielka;kazimierski;świętokrzyskie;241962
Odporyszów;wieś;Żabno;tarnowski;małopolskie;838039
Odra;wieś;Gorzyce;wodzisławski;śląskie;214675
Odrano-Wola;wieś;Grodzisk Mazowiecki;grodziski;mazowieckie;2430
Odrowąż;wieś;Wielgomłyny;radomszczański;łódzkie;555152
Odrowąż;wieś;Czarny Dunajec;nowotarski;małopolskie;421871
Odrowąż;wieś;Gogolin;krapkowicki;opolskie;495020
Odrowąż;wieś;Stąporków;konecki;świętokrzyskie;272023
Odrowąż;wieś;Witkowo;gnieźnieński;wielkopolskie;300630
Odrowążek;wieś;Bliżyn;skarżyski;świętokrzyskie;228772
Odry;wieś;Czersk;chojnicki;pomorskie;83204
Odrynki;wieś;Narew;hajnowski;podlaskie;36311
Odrzechowa;wieś;Zarszyn;sanocki;podkarpackie;362915
Odrzykoń;wieś;Wojaszówka;krośnieński;podkarpackie;362080
Odrzywołek;wieś;Belsk Duży;grójecki;mazowieckie;614222
Odrzywół;wieś;Odrzywół;przysuski;mazowieckie;630110
Odwiśle;wieś;Igołomia-Wawrzeńczyce;krakowski;małopolskie;319813
Ofelia;wieś;Margonin;chodzieski;wielkopolskie;527948
Oficjałów;wieś;Opatów;opatowski;świętokrzyskie;801740
Ogardy;wieś;Strzelce Krajeńskie;strzelecko-drezdenecki;lubuskie;187607
Ogarka;wieś;Włoszczowa;włoszczowski;świętokrzyskie;278534
Ogartowo;wieś;Połczyn-Zdrój;świdwiński;zachodniopomorskie;309878
Ogiernicze;wieś;Biała;prudnicki;opolskie;491423
Oględa;wieś;Przasnysz;przasnyski;mazowieckie;518056
Oględów;wieś;Staszów;staszowski;świętokrzyskie;807530
Ognica;wieś;Widuchowa;gryfiński;zachodniopomorskie;785484
Ognica;wieś;Dobrzany;stargardzki;zachodniopomorskie;774457
Ogniwo;wieś;Stanin;łukowski;lubelskie;689645
Ogonki;wieś;Sulęczyno;kartuski;pomorskie;174993
Ogonki;wieś;Węgorzewo;węgorzewski;warmińsko-mazurskie;771111
Ogonowice;wieś;Legnickie Pole;legnicki;dolnośląskie;365150
Ogonowice;wieś;Opoczno;opoczyński;łódzkie;547365
Ogonowo;wieś;Glinojeck;ciechanowski;mazowieckie;114755
Ogonów;wieś;Ryki;rycki;lubelskie;390739
Ogonów;wieś;Kamiennik;nyski;opolskie;495941
Ogony;wieś;Młynarze;makowski;mazowieckie;514756
Ogorzelczyn;wieś;Tuliszków;turecki;wielkopolskie;298070
Ogorzelec;wieś;Kamienna Góra;kamiennogórski;dolnośląskie;189954
Ogorzelec;wieś;Grębocice;polkowicki;dolnośląskie;364021
Ogorzelewo;wieś;Chodecz;włocławski;kujawsko-pomorskie;861200
Ogorzelice;wieś;Stara Biała;płocki;mazowieckie;576326
Ogorzeliny;wieś;Chojnice;chojnicki;pomorskie;81990
Ogorzelnik;wieś;Niegowa;myszkowski;śląskie;139293
Ogóły;wieś;Czarna Białostocka;białostocki;podlaskie;25595
Ogórki;wieś;Puńsk;sejneński;podlaskie;766185
Ograszka;wieś;Czernikowo;toruński;kujawsko-pomorskie;861825
Ogroble;wieś;Wierzchlas;wieluński;łódzkie;718690
Ogrodnica;wieś;Środa Śląska;średzki;dolnośląskie;880900
Ogrodniczki;wieś;Juchnowiec Kościelny;białostocki;podlaskie;31495
Ogrodniczki;wieś;Supraśl;białostocki;podlaskie;41588
Ogrodniki;wieś;Biała Podlaska;bialski;lubelskie;10808
Ogrodniki;wieś;Tuczna;bialski;lubelskie;21203
Ogrodniki;wieś;Mordy;siedlecki;mazowieckie;682465
Ogrodniki;wieś;Łochów;węgrowski;mazowieckie;679138
Ogrodniki;wieś;Dobrzyniewo Duże;białostocki;podlaskie;27275
Ogrodniki;wieś;Bielsk Podlaski;bielski;podlaskie;23679
Ogrodniki;wieś;Narew;hajnowski;podlaskie;36328
Ogrodniki;wieś;Knyszyn;moniecki;podlaskie;32106
Ogrodniki;wieś;Sejny;sejneński;podlaskie;768238
Ogrodniki;wieś;Siemiatycze;siemiatycki;podlaskie;39700
Ogrodniki;wieś;Sidra;sokólski;podlaskie;39203
Ogrodniki;wieś;Milejewo;elbląski;warmińsko-mazurskie;152589
Ogrodniki;wieś;Choroszcz;białostocki;podlaskie;25218
Ogrodno;wieś;Połczyn-Zdrój;świdwiński;zachodniopomorskie;309884
Ogrodzieniec;miasto;Ogrodzieniec;zawierciański;śląskie;941748
Ogrodzim-Kolonia;wieś;Szadek;zduńskowolski;łódzkie;1062925
Ogrodzisko;wieś;Chocianów;polkowicki;dolnośląskie;363180
Ogrodzisko;wieś;Zduńska Wola;zduńskowolski;łódzkie;721900
Ogrodzona;wieś;Daszyna;łęczycki;łódzkie;562650
Ogrodzona;wieś;Łęki Szlacheckie;piotrkowski;łódzkie;545314
Ogrodzona;wieś;Dębowiec;cieszyński;śląskie;51693
Ogródek;wieś;Grębków;węgrowski;mazowieckie;672171
Ogródek;wieś;Orzysz;piski;warmińsko-mazurskie;763933
Ogródki;wieś;Barciany;kętrzyński;warmińsko-mazurskie;469429
Ojcewo;wieś;Troszyn;ostrołęcki;mazowieckie;522218
Ojcowa Wola;wieś;Młynary;elbląski;warmińsko-mazurskie;152980
Ojcowizna;wieś;Brańszczyk;wyszkowski;mazowieckie;506745
Ojców;wieś;Skała;krakowski;małopolskie;334362
Ojerzyce;wieś;Szczaniec;świebodziński;lubuskie;914473
Ojrzanowo;wieś;Łabiszyn;żniński;kujawsko-pomorskie;91149
Ojrzanów;wieś;Ujazd;tomaszowski;łódzkie;554632
Ojrzanów;wieś;Żabia Wola;grodziski;mazowieckie;740576
Ojrzanów-Towarzystwo;wieś;Żabia Wola;grodziski;mazowieckie;740582
Ojrzeń;wieś;Gidle;radomszczański;łódzkie;131736
Ojrzeń;wieś;Ojrzeń;ciechanowski;mazowieckie;121258
Ojsławice;wieś;Radków;włoszczowski;świętokrzyskie;144199
Okalew;wieś;Milanów;parczewski;lubelskie;16509
Okalew;wieś;Ostrówek;wieluński;łódzkie;708880
Okalewko;wieś;Świedziebnia;brodnicki;kujawsko-pomorskie;849617
Okalewo;wieś;Skrwilno;rypiński;kujawsko-pomorskie;869844
Okalina-Kolonia;wieś;Opatów;opatowski;świętokrzyskie;801786
Okalina-Wieś;wieś;Opatów;opatowski;świętokrzyskie;801770
Okaliniec;wieś;Miasteczko Krajeńskie;pilski;wielkopolskie;528161
Okartowo;wieś;Orzysz;piski;warmińsko-mazurskie;763956
Okczyn;wieś;Kodeń;bialski;lubelskie;13965
Okleśna;wieś;Alwernia;chrzanowski;małopolskie;314661
Okliny;wieś;Wiżajny;suwalski;podlaskie;772056
Okmiany;wieś;Chojnów;legnicki;dolnośląskie;363501
Okna;wieś;Baruchowo;włocławski;kujawsko-pomorskie;857930
Okniny-Podzdrój;wieś;Wiśniew;siedlecki;mazowieckie;694557
Okocim;wieś;Brzesko;brzeski;małopolskie;814205
Okole;wieś;Koronowo;bydgoski;kujawsko-pomorskie;89106
Okole;wieś;Starogard Gdański;starogardzki;pomorskie;173500
Okole;wieś;Borne Sulinowo;szczecinecki;zachodniopomorskie;311616
Okoleniec;wieś;Kłodawa;kolski;wielkopolskie;287071
Okolusz;wieś;Gąbin;płocki;mazowieckie;563973
Okołowice;wieś;Pabianice;pabianicki;łódzkie;414807
Okołowice;wieś;Koniecpol;częstochowski;śląskie;134953
Okoły;wieś;Murów;opolski;opolskie;499301
Okonek;miasto;Okonek;złotowski;wielkopolskie;967044
Okonin;wieś;Gruta;grudziądzki;kujawsko-pomorskie;844614
Okonin;wieś;Brzuze;rypiński;kujawsko-pomorskie;859656
Okonin;wieś;Ropczyce;ropczycko-sędziszowski;podkarpackie;660370
Okoniny;wieś;Śliwice;tucholski;kujawsko-pomorskie;97590
Okoniny Nadjeziorne;wieś;Śliwice;tucholski;kujawsko-pomorskie;97608
Okoń;wieś;Galewice;wieruszowski;łódzkie;197787
Okopy;wieś;Dorohusk;chełmski;lubelskie;102746
Okopy;wieś;Nowa Sucha;sochaczewski;mazowieckie;733903
Okopy;wieś;Suchowola;sokólski;podlaskie;41163
Okół;wieś;Grajewo;grajewski;podlaskie;397718
Okół;wieś;Bałtów;ostrowiecki;świętokrzyskie;226431
Okółek;wieś;Giby;sejneński;podlaskie;757602
Okrajnik;wieś;Łękawica;żywiecki;śląskie;59393
Okrajszów;wieś;Radomsko;radomszczański;łódzkie;549542
Okrasin;wieś;Radziłów;grajewski;podlaskie;404588
Okrąg;wieś;Lipno;lipnowski;kujawsko-pomorskie;864611
Okrąglik;wieś;Białobrzegi;białobrzeski;mazowieckie;614601
Okrąglik;wieś;Janów;częstochowski;śląskie;133385
Okrąglik;wieś;Woźniki;lubliniecki;śląskie;146904
Okrągła;wieś;Połaniec;staszowski;świętokrzyskie;803727
